ZipCode,Month,Year,CustomerClass,Combined,TotalCustomers,TotalkWh,AveragekWh
93101,10,2015,Elec- Commercial,Y,0.00,0.00,
93101,10,2015,Elec- Residential,Y,0.00,0.00,
93105,10,2015,Elec- Commercial,Y,0.00,0.00,
93105,10,2015,Elec- Residential,Y,0.00,0.00,
93110,10,2015,Elec- Commercial,Y,0.00,0.00,
93110,10,2015,Elec- Residential,Y,0.00,0.00,
93117,10,2015,Elec- Commercial,Y,0.00,0.00,
93117,10,2015,Elec- Residential,Y,0.00,0.00,
93201,10,2015,Elec- Residential,N,311.00,170462.00,548.00
93202,10,2015,Elec- Agricultural,Y,0.00,0.00,
93203,10,2015,Elec- Agricultural,Y,148.00,8875513.00,59970.00
93203,10,2015,Elec- Commercial,Y,452.00,4995376.00,11052.00
93203,10,2015,Elec- Industrial,Y,0.00,0.00,
93203,10,2015,Elec- Residential,Y,4635.00,2565352.00,553.00
93204,10,2015,Elec- Agricultural,Y,0.00,0.00,
93204,10,2015,Elec- Commercial,Y,0.00,0.00,
93204,10,2015,Elec- Industrial,Y,0.00,0.00,
93204,10,2015,Elec- Residential,N,2276.00,1250299.00,549.00
93206,10,2015,Elec- Agricultural,Y,0.00,0.00,
93206,10,2015,Elec- Commercial,Y,0.00,0.00,
93206,10,2015,Elec- Industrial,Y,0.00,0.00,
93206,10,2015,Elec- Residential,N,519.00,356257.00,686.00
93210,10,2015,Elec- Agricultural,Y,0.00,0.00,
93210,10,2015,Elec- Commercial,Y,0.00,0.00,
93210,10,2015,Elec- Industrial,Y,0.00,0.00,
93210,10,2015,Elec- Residential,N,4242.00,2511166.00,592.00
93212,10,2015,Elec- Agricultural,Y,0.00,0.00,
93212,10,2015,Elec- Commercial,Y,0.00,0.00,
93212,10,2015,Elec- Industrial,Y,0.00,0.00,
93212,10,2015,Elec- Residential,N,4152.00,2425567.00,584.00
93215,10,2015,Elec- Agricultural,Y,0.00,0.00,
93219,10,2015,Elec- Agricultural,Y,0.00,0.00,
93219,10,2015,Elec- Commercial,Y,0.00,0.00,
93219,10,2015,Elec- Residential,Y,124.00,77732.00,627.00
93224,10,2015,Elec- Commercial,Y,0.00,0.00,
93224,10,2015,Elec- Industrial,Y,0.00,0.00,
93224,10,2015,Elec- Residential,N,159.00,105287.00,662.00
93225,10,2015,Elec- Agricultural,Y,0.00,0.00,
93225,10,2015,Elec- Commercial,Y,0.00,0.00,
93230,10,2015,Elec- Agricultural,Y,435.00,7379508.00,16964.00
93230,10,2015,Elec- Commercial,Y,0.00,0.00,
93230,10,2015,Elec- Industrial,Y,0.00,0.00,
93230,10,2015,Elec- Residential,N,915.00,756142.00,826.00
93234,10,2015,Elec- Agricultural,Y,0.00,0.00,
93234,10,2015,Elec- Commercial,Y,0.00,0.00,
93234,10,2015,Elec- Industrial,Y,0.00,0.00,
93234,10,2015,Elec- Residential,N,1433.00,760973.00,531.00
93239,10,2015,Elec- Agricultural,Y,0.00,0.00,
93239,10,2015,Elec- Commercial,Y,0.00,0.00,
93239,10,2015,Elec- Residential,N,375.00,207212.00,553.00
93240,10,2015,Elec- Residential,Y,0.00,0.00,
93241,10,2015,Elec- Agricultural,Y,0.00,0.00,
93241,10,2015,Elec- Commercial,Y,0.00,0.00,
93241,10,2015,Elec- Residential,N,3422.00,1848416.00,540.00
93242,10,2015,Elec- Agricultural,Y,0.00,0.00,
93242,10,2015,Elec- Commercial,Y,0.00,0.00,
93242,10,2015,Elec- Residential,N,982.00,676667.00,689.00
93243,10,2015,Elec- Agricultural,Y,0.00,0.00,
93243,10,2015,Elec- Commercial,Y,0.00,0.00,
93243,10,2015,Elec- Industrial,Y,0.00,0.00,
93243,10,2015,Elec- Residential,N,441.00,189720.00,430.00
93245,10,2015,Elec- Agricultural,Y,729.00,13324630.00,18278.00
93245,10,2015,Elec- Commercial,Y,0.00,0.00,
93245,10,2015,Elec- Industrial,Y,0.00,0.00,
93245,10,2015,Elec- Residential,N,10272.00,6996378.00,681.00
93249,10,2015,Elec- Agricultural,Y,0.00,0.00,
93249,10,2015,Elec- Commercial,Y,0.00,0.00,
93249,10,2015,Elec- Industrial,Y,0.00,0.00,
93249,10,2015,Elec- Residential,N,511.00,278916.00,546.00
93250,10,2015,Elec- Agricultural,Y,0.00,0.00,
93250,10,2015,Elec- Commercial,Y,0.00,0.00,
93250,10,2015,Elec- Industrial,Y,0.00,0.00,
93250,10,2015,Elec- Residential,N,2394.00,1322454.00,552.00
93251,10,2015,Elec- Agricultural,Y,0.00,0.00,
93251,10,2015,Elec- Commercial,Y,0.00,0.00,
93251,10,2015,Elec- Industrial,Y,0.00,0.00,
93251,10,2015,Elec- Residential,N,54.00,35177.00,651.00
93252,10,2015,Elec- Agricultural,Y,0.00,0.00,
93252,10,2015,Elec- Commercial,Y,0.00,0.00,
93252,10,2015,Elec- Industrial,Y,0.00,0.00,
93252,10,2015,Elec- Residential,N,529.00,302251.00,571.00
93254,10,2015,Elec- Agricultural,Y,0.00,0.00,
93254,10,2015,Elec- Commercial,Y,0.00,0.00,
93254,10,2015,Elec- Residential,N,296.00,149836.00,506.00
93256,10,2015,Elec- Agricultural,Y,0.00,0.00,
93256,10,2015,Elec- Commercial,Y,0.00,0.00,
93256,10,2015,Elec- Residential,Y,0.00,0.00,
93262,10,2015,Elec- Agricultural,Y,0.00,0.00,
93262,10,2015,Elec- Commercial,Y,0.00,0.00,
93263,10,2015,Elec- Agricultural,Y,0.00,0.00,
93263,10,2015,Elec- Commercial,Y,1448.00,17351922.00,11983.00
93263,10,2015,Elec- Industrial,Y,0.00,0.00,
93263,10,2015,Elec- Residential,N,5484.00,3255472.00,594.00
93266,10,2015,Elec- Agricultural,Y,0.00,0.00,
93266,10,2015,Elec- Commercial,Y,0.00,0.00,
93266,10,2015,Elec- Residential,N,370.00,229046.00,619.00
93268,10,2015,Elec- Agricultural,Y,0.00,0.00,
93268,10,2015,Elec- Commercial,Y,0.00,0.00,
93268,10,2015,Elec- Industrial,Y,0.00,0.00,
93268,10,2015,Elec- Residential,N,5402.00,3172482.00,587.00
93272,10,2015,Elec- Agricultural,Y,0.00,0.00,
93272,10,2015,Elec- Commercial,Y,0.00,0.00,
93274,10,2015,Elec- Agricultural,Y,0.00,0.00,
93274,10,2015,Elec- Commercial,Y,0.00,0.00,
93274,10,2015,Elec- Residential,N,93.00,91645.00,985.00
93276,10,2015,Elec- Agricultural,Y,0.00,0.00,
93276,10,2015,Elec- Commercial,Y,0.00,0.00,
93276,10,2015,Elec- Industrial,Y,0.00,0.00,
93276,10,2015,Elec- Residential,N,59.00,38967.00,660.00
93277,10,2015,Elec- Agricultural,Y,0.00,0.00,
93277,10,2015,Elec- Commercial,Y,0.00,0.00,
93277,10,2015,Elec- Residential,Y,0.00,0.00,
93280,10,2015,Elec- Agricultural,Y,1205.00,100214991.00,83166.00
93280,10,2015,Elec- Commercial,Y,0.00,0.00,
93280,10,2015,Elec- Industrial,Y,0.00,0.00,
93280,10,2015,Elec- Residential,N,5893.00,3253524.00,552.00
93286,10,2015,Elec- Agricultural,Y,175.00,753005.00,4303.00
93286,10,2015,Elec- Commercial,Y,0.00,0.00,
93286,10,2015,Elec- Residential,N,352.00,243514.00,692.00
93287,10,2015,Elec- Residential,Y,0.00,0.00,
93291,10,2015,Elec- Agricultural,Y,0.00,0.00,
93291,10,2015,Elec- Commercial,Y,0.00,0.00,
93291,10,2015,Elec- Residential,Y,62.00,52050.00,840.00
93292,10,2015,Elec- Agricultural,Y,0.00,0.00,
93292,10,2015,Elec- Commercial,Y,0.00,0.00,
93292,10,2015,Elec- Residential,N,105.00,66472.00,633.00
93301,10,2015,Elec- Agricultural,Y,0.00,0.00,
93301,10,2015,Elec- Commercial,Y,0.00,0.00,
93301,10,2015,Elec- Industrial,Y,0.00,0.00,
93301,10,2015,Elec- Residential,N,5448.00,2905976.00,533.00
93304,10,2015,Elec- Agricultural,Y,0.00,0.00,
93304,10,2015,Elec- Commercial,N,1041.00,9783653.00,9398.00
93304,10,2015,Elec- Industrial,Y,0.00,0.00,
93304,10,2015,Elec- Residential,N,15270.00,8655345.00,567.00
93305,10,2015,Elec- Agricultural,Y,0.00,0.00,
93305,10,2015,Elec- Commercial,Y,0.00,0.00,
93305,10,2015,Elec- Industrial,Y,0.00,0.00,
93305,10,2015,Elec- Residential,N,10604.00,5722629.00,540.00
93306,10,2015,Elec- Agricultural,Y,0.00,0.00,
93306,10,2015,Elec- Commercial,Y,0.00,0.00,
93306,10,2015,Elec- Industrial,Y,0.00,0.00,
93306,10,2015,Elec- Residential,Y,21452.00,14103438.00,657.00
93307,10,2015,Elec- Agricultural,Y,483.00,18801913.00,38927.00
93307,10,2015,Elec- Commercial,Y,1693.00,16220860.00,9581.00
93307,10,2015,Elec- Industrial,Y,0.00,0.00,
93307,10,2015,Elec- Residential,N,21599.00,12581251.00,582.00
93308,10,2015,Elec- Agricultural,Y,193.00,4651492.00,24101.00
93308,10,2015,Elec- Commercial,Y,6261.00,81205850.00,12970.00
93308,10,2015,Elec- Industrial,Y,89.00,145388337.00,1633577.00
93308,10,2015,Elec- Residential,N,19046.00,12618689.00,663.00
93309,10,2015,Elec- Agricultural,Y,0.00,0.00,
93309,10,2015,Elec- Commercial,N,1358.00,16477411.00,12134.00
93309,10,2015,Elec- Residential,N,22652.00,14064277.00,621.00
93311,10,2015,Elec- Agricultural,Y,0.00,0.00,
93311,10,2015,Elec- Commercial,Y,505.00,9748113.00,19303.00
93311,10,2015,Elec- Industrial,Y,0.00,0.00,
93311,10,2015,Elec- Residential,N,15076.00,10597422.00,703.00
93312,10,2015,Elec- Agricultural,Y,0.00,0.00,
93312,10,2015,Elec- Commercial,Y,0.00,0.00,
93312,10,2015,Elec- Residential,N,19068.00,14238467.00,747.00
93313,10,2015,Elec- Agricultural,Y,321.00,14825712.00,46186.00
93313,10,2015,Elec- Commercial,N,989.00,11298971.00,11425.00
93313,10,2015,Elec- Industrial,Y,0.00,0.00,
93313,10,2015,Elec- Residential,N,14094.00,9580373.00,680.00
93314,10,2015,Elec- Agricultural,Y,0.00,0.00,
93314,10,2015,Elec- Commercial,Y,0.00,0.00,
93314,10,2015,Elec- Residential,N,8366.00,6633037.00,793.00
93401,10,2015,Elec- Agricultural,Y,205.00,491325.00,2397.00
93401,10,2015,Elec- Commercial,Y,8631.00,74510413.00,8633.00
93401,10,2015,Elec- Industrial,Y,0.00,0.00,
93401,10,2015,Elec- Residential,N,11595.00,4516273.00,390.00
93402,10,2015,Elec- Agricultural,Y,0.00,0.00,
93402,10,2015,Elec- Commercial,Y,0.00,0.00,
93402,10,2015,Elec- Residential,N,5875.00,2174115.00,370.00
93405,10,2015,Elec- Agricultural,Y,0.00,0.00,
93405,10,2015,Elec- Commercial,Y,0.00,0.00,
93405,10,2015,Elec- Residential,N,7848.00,3046206.00,388.00
93407,10,2015,Elec- Commercial,Y,0.00,0.00,
93420,10,2015,Elec- Agricultural,Y,658.00,18483261.00,28090.00
93420,10,2015,Elec- Commercial,Y,0.00,0.00,
93420,10,2015,Elec- Industrial,Y,0.00,0.00,
93420,10,2015,Elec- Residential,N,11169.00,5320625.00,476.00
93422,10,2015,Elec- Agricultural,Y,0.00,0.00,
93422,10,2015,Elec- Commercial,Y,0.00,0.00,
93422,10,2015,Elec- Industrial,Y,0.00,0.00,
93422,10,2015,Elec- Residential,N,12263.00,6071778.00,495.00
93424,10,2015,Elec- Commercial,N,103.00,509726.00,4949.00
93424,10,2015,Elec- Residential,N,687.00,327710.00,477.00
93426,10,2015,Elec- Agricultural,Y,0.00,0.00,
93426,10,2015,Elec- Commercial,Y,0.00,0.00,
93426,10,2015,Elec- Industrial,Y,0.00,0.00,
93426,10,2015,Elec- Residential,N,953.00,365754.00,384.00
93427,10,2015,Elec- Agricultural,Y,0.00,0.00,
93427,10,2015,Elec- Commercial,Y,0.00,0.00,
93427,10,2015,Elec- Residential,N,1702.00,1010083.00,593.00
93428,10,2015,Elec- Agricultural,Y,0.00,0.00,
93428,10,2015,Elec- Commercial,Y,470.00,1243773.00,2646.00
93428,10,2015,Elec- Residential,Y,3785.00,1285944.00,340.00
93429,10,2015,Elec- Commercial,Y,0.00,0.00,
93429,10,2015,Elec- Residential,Y,62.00,33404.00,539.00
93430,10,2015,Elec- Agricultural,Y,0.00,0.00,
93430,10,2015,Elec- Commercial,Y,0.00,0.00,
93430,10,2015,Elec- Residential,N,2116.00,707496.00,334.00
93432,10,2015,Elec- Agricultural,Y,0.00,0.00,
93432,10,2015,Elec- Commercial,Y,0.00,0.00,
93432,10,2015,Elec- Residential,N,665.00,424989.00,639.00
93433,10,2015,Elec- Agricultural,Y,0.00,0.00,
93433,10,2015,Elec- Commercial,Y,746.00,2280627.00,3057.00
93433,10,2015,Elec- Residential,N,5362.00,1898556.00,354.00
93434,10,2015,Elec- Agricultural,Y,0.00,0.00,
93434,10,2015,Elec- Commercial,Y,0.00,0.00,
93434,10,2015,Elec- Residential,N,1793.00,598282.00,334.00
93435,10,2015,Elec- Agricultural,Y,0.00,0.00,
93435,10,2015,Elec- Commercial,Y,0.00,0.00,
93435,10,2015,Elec- Residential,Y,0.00,0.00,
93436,10,2015,Elec- Agricultural,Y,237.00,1420194.00,5992.00
93436,10,2015,Elec- Commercial,Y,0.00,0.00,
93436,10,2015,Elec- Industrial,Y,0.00,0.00,
93436,10,2015,Elec- Residential,N,4317.00,1963602.00,455.00
93437,10,2015,Elec- Agricultural,Y,0.00,0.00,
93437,10,2015,Elec- Commercial,Y,0.00,0.00,
93437,10,2015,Elec- Industrial,Y,0.00,0.00,
93437,10,2015,Elec- Residential,Y,0.00,0.00,
93440,10,2015,Elec- Commercial,N,82.00,237183.00,2892.00
93440,10,2015,Elec- Residential,N,618.00,326190.00,528.00
93441,10,2015,Elec- Agricultural,Y,0.00,0.00,
93441,10,2015,Elec- Commercial,Y,0.00,0.00,
93441,10,2015,Elec- Residential,N,455.00,338614.00,744.00
93442,10,2015,Elec- Agricultural,Y,0.00,0.00,
93442,10,2015,Elec- Commercial,Y,0.00,0.00,
93442,10,2015,Elec- Residential,N,5643.00,1896515.00,336.00
93444,10,2015,Elec- Agricultural,Y,0.00,0.00,
93444,10,2015,Elec- Commercial,N,429.00,1992495.00,4645.00
93444,10,2015,Elec- Residential,N,7295.00,3153515.00,432.00
93445,10,2015,Elec- Agricultural,Y,0.00,0.00,
93445,10,2015,Elec- Commercial,Y,0.00,0.00,
93445,10,2015,Elec- Residential,N,2471.00,908723.00,368.00
93446,10,2015,Elec- Agricultural,Y,808.00,2632711.00,3258.00
93446,10,2015,Elec- Commercial,Y,4506.00,30741437.00,6822.00
93446,10,2015,Elec- Industrial,Y,0.00,0.00,
93446,10,2015,Elec- Residential,N,17699.00,9060113.00,512.00
93449,10,2015,Elec- Agricultural,Y,0.00,0.00,
93449,10,2015,Elec- Commercial,N,466.00,3077793.00,6605.00
93449,10,2015,Elec- Residential,N,4486.00,1823428.00,406.00
93450,10,2015,Elec- Agricultural,Y,0.00,0.00,
93450,10,2015,Elec- Commercial,Y,0.00,0.00,
93450,10,2015,Elec- Industrial,Y,0.00,0.00,
93450,10,2015,Elec- Residential,N,191.00,90240.00,472.00
93451,10,2015,Elec- Agricultural,Y,0.00,0.00,
93451,10,2015,Elec- Commercial,Y,0.00,0.00,
93451,10,2015,Elec- Industrial,Y,0.00,0.00,
93451,10,2015,Elec- Residential,N,1409.00,847431.00,601.00
93452,10,2015,Elec- Commercial,Y,0.00,0.00,
93452,10,2015,Elec- Residential,N,219.00,54600.00,249.00
93453,10,2015,Elec- Agricultural,Y,0.00,0.00,
93453,10,2015,Elec- Commercial,Y,0.00,0.00,
93453,10,2015,Elec- Residential,N,1135.00,585559.00,516.00
93454,10,2015,Elec- Agricultural,Y,0.00,0.00,
93454,10,2015,Elec- Commercial,Y,0.00,0.00,
93454,10,2015,Elec- Industrial,Y,0.00,0.00,
93454,10,2015,Elec- Residential,N,10627.00,4270213.00,402.00
93455,10,2015,Elec- Agricultural,Y,0.00,0.00,
93455,10,2015,Elec- Commercial,Y,1350.00,10938991.00,8103.00
93455,10,2015,Elec- Industrial,Y,0.00,0.00,
93455,10,2015,Elec- Residential,N,14514.00,6464236.00,445.00
93458,10,2015,Elec- Agricultural,Y,0.00,0.00,
93458,10,2015,Elec- Commercial,Y,863.00,4112098.00,4765.00
93458,10,2015,Elec- Industrial,Y,0.00,0.00,
93458,10,2015,Elec- Residential,N,11757.00,4316985.00,367.00
93460,10,2015,Elec- Agricultural,Y,180.00,608872.00,3383.00
93460,10,2015,Elec- Commercial,Y,538.00,2157736.00,4011.00
93460,10,2015,Elec- Industrial,Y,0.00,0.00,
93460,10,2015,Elec- Residential,Y,2004.00,1694322.00,845.00
93461,10,2015,Elec- Agricultural,Y,0.00,0.00,
93461,10,2015,Elec- Commercial,Y,0.00,0.00,
93461,10,2015,Elec- Residential,N,451.00,255984.00,568.00
93463,10,2015,Elec- Agricultural,Y,0.00,0.00,
93463,10,2015,Elec- Commercial,Y,896.00,4971660.00,5549.00
93463,10,2015,Elec- Residential,N,3059.00,1837060.00,601.00
93465,10,2015,Elec- Agricultural,Y,0.00,0.00,
93465,10,2015,Elec- Commercial,Y,0.00,0.00,
93465,10,2015,Elec- Residential,N,3461.00,2023354.00,585.00
93560,10,2015,Elec- Commercial,Y,0.00,0.00,
93561,10,2015,Elec- Commercial,Y,0.00,0.00,
93561,10,2015,Elec- Residential,Y,0.00,0.00,
93601,10,2015,Elec- Agricultural,Y,0.00,0.00,
93601,10,2015,Elec- Commercial,Y,0.00,0.00,
93601,10,2015,Elec- Residential,N,874.00,497783.00,570.00
93602,10,2015,Elec- Agricultural,Y,0.00,0.00,
93602,10,2015,Elec- Commercial,Y,214.00,835508.00,3904.00
93602,10,2015,Elec- Residential,N,1740.00,923063.00,530.00
93603,10,2015,Elec- Agricultural,Y,0.00,0.00,
93603,10,2015,Elec- Commercial,Y,0.00,0.00,
93603,10,2015,Elec- Residential,N,213.00,79067.00,371.00
93604,10,2015,Elec- Commercial,Y,0.00,0.00,
93604,10,2015,Elec- Residential,N,1043.00,368791.00,354.00
93606,10,2015,Elec- Residential,N,248.00,130117.00,525.00
93608,10,2015,Elec- Agricultural,Y,141.00,9013847.00,63928.00
93608,10,2015,Elec- Commercial,Y,0.00,0.00,
93608,10,2015,Elec- Industrial,Y,0.00,0.00,
93608,10,2015,Elec- Residential,N,288.00,155650.00,540.00
93609,10,2015,Elec- Agricultural,Y,0.00,0.00,
93609,10,2015,Elec- Commercial,Y,140.00,894755.00,6391.00
93609,10,2015,Elec- Residential,N,1399.00,1037342.00,741.00
93610,10,2015,Elec- Agricultural,N,402.00,11035122.00,27451.00
93610,10,2015,Elec- Commercial,Y,509.00,2738619.00,5380.00
93610,10,2015,Elec- Industrial,Y,0.00,0.00,
93610,10,2015,Elec- Residential,N,5397.00,3517468.00,652.00
93611,10,2015,Elec- Agricultural,Y,0.00,0.00,
93611,10,2015,Elec- Commercial,Y,972.00,9398480.00,9669.00
93611,10,2015,Elec- Industrial,Y,0.00,0.00,
93611,10,2015,Elec- Residential,N,16120.00,10749712.00,667.00
93612,10,2015,Elec- Agricultural,Y,0.00,0.00,
93612,10,2015,Elec- Commercial,N,1389.00,12053384.00,8678.00
93612,10,2015,Elec- Residential,N,14108.00,7960780.00,564.00
93614,10,2015,Elec- Agricultural,Y,0.00,0.00,
93614,10,2015,Elec- Commercial,Y,0.00,0.00,
93614,10,2015,Elec- Residential,N,4786.00,3008276.00,629.00
93615,10,2015,Elec- Agricultural,Y,0.00,0.00,
93615,10,2015,Elec- Commercial,Y,0.00,0.00,
93615,10,2015,Elec- Residential,N,1350.00,711970.00,527.00
93616,10,2015,Elec- Agricultural,Y,0.00,0.00,
93616,10,2015,Elec- Commercial,Y,0.00,0.00,
93616,10,2015,Elec- Industrial,Y,0.00,0.00,
93616,10,2015,Elec- Residential,N,625.00,380589.00,609.00
93618,10,2015,Elec- Agricultural,Y,0.00,0.00,
93618,10,2015,Elec- Commercial,Y,929.00,5229916.00,5630.00
93618,10,2015,Elec- Industrial,Y,0.00,0.00,
93618,10,2015,Elec- Residential,N,7951.00,4739063.00,596.00
93619,10,2015,Elec- Agricultural,Y,0.00,0.00,
93619,10,2015,Elec- Commercial,Y,0.00,0.00,
93619,10,2015,Elec- Industrial,Y,0.00,0.00,
93619,10,2015,Elec- Residential,N,11589.00,8382536.00,723.00
93620,10,2015,Elec- Agricultural,Y,0.00,0.00,
93620,10,2015,Elec- Commercial,Y,0.00,0.00,
93620,10,2015,Elec- Residential,N,2935.00,1866038.00,636.00
93621,10,2015,Elec- Agricultural,Y,0.00,0.00,
93621,10,2015,Elec- Commercial,Y,0.00,0.00,
93621,10,2015,Elec- Residential,N,246.00,129421.00,526.00
93622,10,2015,Elec- Agricultural,Y,1404.00,30146575.00,21472.00
93622,10,2015,Elec- Commercial,Y,1044.00,3779767.00,3620.00
93622,10,2015,Elec- Industrial,Y,0.00,0.00,
93622,10,2015,Elec- Residential,N,2452.00,1310207.00,534.00
93623,10,2015,Elec- Agricultural,Y,0.00,0.00,
93623,10,2015,Elec- Commercial,Y,0.00,0.00,
93623,10,2015,Elec- Residential,N,199.00,50974.00,256.00
93624,10,2015,Elec- Agricultural,N,87.00,5015308.00,57647.00
93624,10,2015,Elec- Commercial,N,58.00,281595.00,4855.00
93624,10,2015,Elec- Residential,N,202.00,148778.00,737.00
93625,10,2015,Elec- Agricultural,Y,0.00,0.00,
93625,10,2015,Elec- Commercial,Y,0.00,0.00,
93625,10,2015,Elec- Residential,N,2310.00,1397687.00,605.00
93626,10,2015,Elec- Agricultural,Y,0.00,0.00,
93626,10,2015,Elec- Commercial,Y,0.00,0.00,
93626,10,2015,Elec- Industrial,Y,0.00,0.00,
93626,10,2015,Elec- Residential,N,692.00,509733.00,737.00
93627,10,2015,Elec- Agricultural,Y,0.00,0.00,
93627,10,2015,Elec- Commercial,Y,0.00,0.00,
93627,10,2015,Elec- Industrial,Y,0.00,0.00,
93627,10,2015,Elec- Residential,Y,0.00,0.00,
93628,10,2015,Elec- Agricultural,Y,0.00,0.00,
93628,10,2015,Elec- Commercial,Y,0.00,0.00,
93628,10,2015,Elec- Residential,N,253.00,34890.00,138.00
93630,10,2015,Elec- Agricultural,Y,694.00,9167278.00,13209.00
93630,10,2015,Elec- Commercial,Y,473.00,3380439.00,7147.00
93630,10,2015,Elec- Residential,N,5520.00,3337355.00,605.00
93631,10,2015,Elec- Agricultural,Y,917.00,6328163.00,6901.00
93631,10,2015,Elec- Commercial,N,409.00,2596875.00,6349.00
93631,10,2015,Elec- Industrial,Y,0.00,0.00,
93631,10,2015,Elec- Residential,N,5490.00,3558568.00,648.00
93633,10,2015,Elec- Commercial,Y,0.00,0.00,
93633,10,2015,Elec- Residential,N,210.00,31823.00,152.00
93635,10,2015,Elec- Agricultural,Y,0.00,0.00,
93635,10,2015,Elec- Commercial,Y,1076.00,8524856.00,7923.00
93635,10,2015,Elec- Industrial,Y,0.00,0.00,
93635,10,2015,Elec- Residential,N,12361.00,7840520.00,634.00
93636,10,2015,Elec- Agricultural,Y,0.00,0.00,
93636,10,2015,Elec- Commercial,Y,0.00,0.00,
93636,10,2015,Elec- Residential,N,3640.00,2878212.00,791.00
93637,10,2015,Elec- Agricultural,N,570.00,8124321.00,14253.00
93637,10,2015,Elec- Commercial,N,1053.00,10423911.00,9899.00
93637,10,2015,Elec- Industrial,Y,106.00,161983860.00,1528150.00
93637,10,2015,Elec- Residential,N,11549.00,7179118.00,622.00
93638,10,2015,Elec- Agricultural,Y,333.00,3319969.00,9970.00
93638,10,2015,Elec- Commercial,N,760.00,5537328.00,7286.00
93638,10,2015,Elec- Industrial,Y,0.00,0.00,
93638,10,2015,Elec- Residential,N,12370.00,7109261.00,575.00
93640,10,2015,Elec- Agricultural,Y,0.00,0.00,
93640,10,2015,Elec- Commercial,Y,0.00,0.00,
93640,10,2015,Elec- Industrial,Y,0.00,0.00,
93640,10,2015,Elec- Residential,N,2599.00,1357512.00,522.00
93641,10,2015,Elec- Agricultural,Y,0.00,0.00,
93641,10,2015,Elec- Commercial,Y,0.00,0.00,
93641,10,2015,Elec- Residential,N,305.00,134071.00,440.00
93643,10,2015,Elec- Agricultural,Y,0.00,0.00,
93643,10,2015,Elec- Commercial,Y,0.00,0.00,
93643,10,2015,Elec- Residential,N,1654.00,855928.00,517.00
93644,10,2015,Elec- Agricultural,Y,0.00,0.00,
93644,10,2015,Elec- Commercial,Y,1317.00,6281518.00,4770.00
93644,10,2015,Elec- Residential,N,4051.00,2205314.00,544.00
93645,10,2015,Elec- Agricultural,Y,0.00,0.00,
93645,10,2015,Elec- Commercial,Y,0.00,0.00,
93645,10,2015,Elec- Residential,N,169.00,103513.00,613.00
93646,10,2015,Elec- Agricultural,Y,0.00,0.00,
93646,10,2015,Elec- Commercial,Y,0.00,0.00,
93646,10,2015,Elec- Residential,N,2381.00,1288376.00,541.00
93647,10,2015,Elec- Agricultural,Y,400.00,1519002.00,3798.00
93647,10,2015,Elec- Commercial,Y,0.00,0.00,
93647,10,2015,Elec- Residential,N,2698.00,1439441.00,534.00
93648,10,2015,Elec- Agricultural,Y,0.00,0.00,
93648,10,2015,Elec- Commercial,Y,0.00,0.00,
93648,10,2015,Elec- Industrial,Y,0.00,0.00,
93648,10,2015,Elec- Residential,N,3542.00,1933254.00,546.00
93650,10,2015,Elec- Agricultural,Y,0.00,0.00,
93650,10,2015,Elec- Commercial,N,182.00,967678.00,5317.00
93650,10,2015,Elec- Residential,N,1075.00,718390.00,668.00
93651,10,2015,Elec- Agricultural,Y,0.00,0.00,
93651,10,2015,Elec- Commercial,Y,0.00,0.00,
93651,10,2015,Elec- Residential,N,602.00,451686.00,750.00
93652,10,2015,Elec- Agricultural,Y,0.00,0.00,
93652,10,2015,Elec- Commercial,Y,0.00,0.00,
93652,10,2015,Elec- Residential,N,126.00,82130.00,652.00
93653,10,2015,Elec- Agricultural,Y,0.00,0.00,
93653,10,2015,Elec- Commercial,Y,0.00,0.00,
93653,10,2015,Elec- Residential,N,448.00,279150.00,623.00
93654,10,2015,Elec- Agricultural,Y,1086.00,9723347.00,8953.00
93654,10,2015,Elec- Commercial,Y,1011.00,8394260.00,8303.00
93654,10,2015,Elec- Industrial,Y,0.00,0.00,
93654,10,2015,Elec- Residential,N,8707.00,5098448.00,586.00
93656,10,2015,Elec- Agricultural,Y,0.00,0.00,
93656,10,2015,Elec- Commercial,Y,0.00,0.00,
93656,10,2015,Elec- Residential,N,1612.00,1148440.00,712.00
93657,10,2015,Elec- Agricultural,Y,924.00,3502841.00,3791.00
93657,10,2015,Elec- Commercial,Y,796.00,5461681.00,6861.00
93657,10,2015,Elec- Industrial,Y,0.00,0.00,
93657,10,2015,Elec- Residential,N,10921.00,6785810.00,621.00
93660,10,2015,Elec- Agricultural,Y,0.00,0.00,
93660,10,2015,Elec- Commercial,Y,0.00,0.00,
93660,10,2015,Elec- Residential,Y,1034.00,517629.00,501.00
93662,10,2015,Elec- Agricultural,Y,779.00,5506897.00,7069.00
93662,10,2015,Elec- Commercial,Y,680.00,4922213.00,7239.00
93662,10,2015,Elec- Industrial,Y,0.00,0.00,
93662,10,2015,Elec- Residential,N,8577.00,4972288.00,580.00
93664,10,2015,Elec- Commercial,Y,0.00,0.00,
93664,10,2015,Elec- Residential,N,309.00,115554.00,374.00
93665,10,2015,Elec- Residential,N,206.00,101598.00,493.00
93666,10,2015,Elec- Residential,N,168.00,92326.00,550.00
93667,10,2015,Elec- Agricultural,Y,0.00,0.00,
93667,10,2015,Elec- Commercial,Y,0.00,0.00,
93667,10,2015,Elec- Residential,N,951.00,546078.00,574.00
